id,Focus Area,Target Crash,Area Type,CountermeasureID,Countermeasure,Proven Countermeasure,CMF,Crash Severity,Road Type,Star Quality,Min AADT,Max AADT,Min Num Lanes,Max Num Lane,Cost,Service Life,Implementation Time,ContributingFactors,SSA ,AASHTO
102,Distracted Driving,Angular,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
102,Distracted Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
102,Impaired Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
103,Distracted Driving,Angular,Rural,treat034,Provide flashing beacons at stop controlled intersections,,0.84,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
103,Distracted Driving,Head-on collision,Rural,treat034,Provide flashing beacons at stop controlled intersections,,0.84,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
103,Impaired Driving,Head-on collision,Rural,treat034,Provide flashing beacons at stop controlled intersections,,0.84,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
104,Distracted Driving,Angular,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
104,Distracted Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
104,Impaired Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
105,Distracted Driving,Angular,All,treat034,Provide flashing beacons at stop controlled intersections,,0.88,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
105,Distracted Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.88,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
105,Impaired Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.88,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
106,Distracted Driving,Angular,All,treat034,Provide flashing beacons at stop controlled intersections,,0.42,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
106,Distracted Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.42,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
106,Impaired Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.42,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
107,Distracted Driving,Angular,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
107,Distracted Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
107,Impaired Driving,Head-on collision,All,treat034,Provide flashing beacons at stop controlled intersections,,0.87,All,Not Specified,4,,,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
108,Older Drivers,Intersection-related,All,treat119,Upgrade signs to flashing lights,,0.22,All,Minor Arterial,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
109,Older Drivers,Intersection-related,All,treat119,Upgrade signs to flashing lights,,0.21,All,Local,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
110,Older Drivers,Intersection-related,All,treat119,Upgrade signs to flashing lights,,0.23,All,All,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
114,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.32,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
114,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.32,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
114,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.32,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
115,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.6,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
115,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.6,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
115,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.6,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
116,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.34,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
116,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.34,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
116,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.34,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
117,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.12,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
117,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.12,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
117,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.12,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
118,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.49,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
118,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.49,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
118,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.49,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,100000,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
119,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
119,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
119,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.26,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,100000,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
120,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.42,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
120,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.42,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
120,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.42,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
121,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.46,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
121,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.46,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
121,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.46,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,5,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, Urban, high traffic volume, wet surface",Safer People,Safer Drivers and Passengers
122,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.63,O (property damage only),Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Distracted driving, tailgating, sudden stops, malfunctioning brakes",Safer People,Safer Drivers and Passengers
122,Work Zone,"Rear-end, Side-swipe, Vehicle-worker collision",All,treat011,Active work with temporary lane closure (compared to no work zone),,1.63,O (property damage only),Principal Arterial Other Freeways and Expressways,4,,,NA,NA,TBD,TBD,TBD,"Stop-and-go traffic, slower reaction time, inadequate road marking",Safer People,Safer Drivers and Passengers
